comparison,type,gene_name,blast_name,melano.list,baseMean,log2FoldChange,pvalue,padj
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000081,DYNC2LI1,N,398.145586473646,0.696158438260312,9.18880340833648e-4,0.049460575983185
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000184,UOX,N,43679.8091747556,-1.43832340870984,3.18715383970863e-6,7.39245846057508e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000283,ATPAF1,N,327.952068304255,0.870597456534038,2.60885223873874e-4,0.0198101952438037
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000320,ZCCHC11,N,1014.32584014429,-0.611607405028766,8.39159548392171e-4,0.0475784815948397
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000459,SLC38A11,N,582.336354465425,3.00619354901431,1.02982313784111e-6,2.79520292966787e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000510,RAPGEF4,N,60.7941990698078,1.88198283831441,2.83006133762565e-4,0.0207511973784463
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000742,EML6,N,17.8911199988822,2.24978489835445,1.72884712210057e-4,0.0149019613085385
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000789,OTOP1,N,7.65951978403465,-4.37604550469257,5.22053845823573e-4,0.0338062990414788
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000808,PPP2R2C,N,14.6043566624058,4.84665083103006,1.3479963433182e-7,6.36903309322601e-5
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000893,ESRP1,N,890.969949322694,-0.738760895922216,9.15859972427933e-4,0.049460575983185
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000981,PGF,N,50.457709536021,-1.49405562934735,9.73544871715951e-5,0.00993560954278431
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW000993,ERG28,N,550.603952227766,0.830766263400758,3.57401016732434e-5,0.00465241303107721
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001048,TNK2,N,457.668418701531,-0.86639540144886,7.61624924073718e-4,0.0446425203619152
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001072,Ecel1,N,23.9338607200272,-2.81679576270758,1.1856468228646e-5,0.00196432422328359
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001120,DNAJC19,N,135.762582624647,1.09227365329969,1.58956146410836e-5,0.00247293117044273
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001212,Tiparp,N,255.090228533734,-0.868129904624699,1.56052147815662e-5,0.00245772499961036
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001229,GSTO1,N,1193.62414103554,0.776984877752498,6.97164962748267e-5,0.00787056055732712
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001405,Wdfy1,N,1170.30389532117,0.86023336571537,5.4083025911084e-6,0.00111733772448729
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001469,Megf9,N,1120.80126560675,-0.948026522836186,3.22066922636333e-5,0.00437085928943799
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001756,CSGALNACT2,N,168.756604059047,0.808452975176714,3.55490454431738e-4,0.0251943984843649
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001849,SMIM8,N,113.094856467646,1.17609284239352,3.27289319092734e-5,0.00439497878280633
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW001908,HEY1,N,36.3348945746753,1.53829019166087,7.74363716334595e-4,0.0446993571460653
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002060,Abhd14b,N,84.7195643575581,-1.29881272135583,7.33677160429854e-6,0.00135645210660922
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002152,WDR86,N,74.3156615462912,-1.39545012053175,4.18052759327599e-5,0.00533309905074219
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002198,NR1D2,N,505.95958388046,-0.923767598480722,6.59677897562209e-6,0.00128678469717611
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002305,FAM214A,N,994.235066564182,-0.977371915206009,1.66581648632043e-4,0.0148562127710164
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002325,SLC24A5,Y,1038.10395688333,3.75026741449218,1.47960014528989e-7,6.74116394766542e-5
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002347,cdc42se2-B,N,76.1080800499887,-1.97579386168928,3.26519900586974e-7,1.22864628722148e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002389,FAM96A,N,246.56172645597,0.832262782886744,1.71307577537416e-4,0.0148664678003049
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002398,NOX5,N,18.8588751974403,4.27575036382826,1.82459662542936e-7,8.02633763813876e-5
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002452,VEGFA,N,659.205508944441,-0.739107702388466,7.62077352486953e-5,0.00838087998765178
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002483,QPCT,N,272.240208964982,2.18024689338893,6.39350799807021e-8,3.88390388244675e-5
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002794,FAM110A,N,107.879422405861,-1.03772584590272,7.68364896928902e-4,0.0446993571460653
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002852,Slc17a9,N,41.4388047709399,2.19387476361458,5.11817953418914e-5,0.00610211367454681
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW002870,Cpe,N,495.165241145689,2.66917207297314,6.3865144288146e-12,2.27576141165397e-8
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003008,ttyh3,N,290.690978118201,-0.94920879871885,5.06030867406857e-4,0.0331047988487655
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003034,ADAP1,N,18.6356010690613,2.57736265653797,7.95864652661032e-5,0.00858108332521775
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003083,ERI2,N,115.974602040199,-2.60095436966972,1.31366664709497e-8,9.85790906881796e-6
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003093,STK38L,N,1008.76760613206,-0.844105416336279,9.33650356903303e-5,0.00960530451856083
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003272,MBNL3,N,512.027698563087,-0.759607887519189,5.42129602013463e-5,0.00640365493785717
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003347,Ush1c,N,10.9614093657171,-2.76583730050042,5.51171424500725e-5,0.00645072831408784
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003361,TMEM86A,N,83.3432030116294,-1.74604846197677,1.02426656522331e-5,0.00176575250980456
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003502,OTUD7A,N,72.2965605991739,-1.46183526781113,3.11852884135038e-6,7.36723563501977e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003560,CLEC16A,N,273.605380678272,-1.13953664698963,1.26249296178608e-4,0.0122012293284129
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003595,ABCC1,N,68.248642836898,-1.28725247547945,8.52571401229239e-4,0.0477028656380763
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003649,SYNGR3,N,114.690345745549,2.5027297518328,6.71812228209179e-7,2.04054966553917e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003673,CLIP1,N,604.929678210143,-0.703940226553378,1.67695746572576e-4,0.0148562127710164
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003753,SLC2A11,N,13.1702723045299,6.31734670704391,4.34863366337668e-4,0.0297362057364462
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003787,Sept5,N,444.770913659482,-0.74391730276933,9.23298253848523e-4,0.0494895622871664
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003925,PRDX3,N,905.617535000941,0.644874670075694,1.61942582699013e-4,0.0147564394820808
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003931,INPP5F,N,243.320682682244,-0.872833314202955,1.69831415645724e-4,0.0148664678003049
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW003947,unknown,N,12.0146592620934,5.49496570895076,3.15144231081257e-4,0.022842584976725
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004099,FOXO3,N,231.190310207627,-0.980585182320804,4.94103235843219e-4,0.0324911081425358
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004117,PRDM1,N,277.497233010385,-0.925792625556532,5.91731568803341e-4,0.0370035275648246
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004156,KIF3A,N,616.886458968083,-0.598674891574508,6.57249343516366e-4,0.0395496692228221
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004162,PTTG1,N,719.254591044457,1.2781721344579,2.60031319286666e-7,1.03663110629375e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004242,OGFOD1,N,314.150466911053,0.75622582980582,2.83037418189986e-4,0.0207511973784463
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004259,RASGRP1,N,77.5826079379944,-1.40587846176983,6.70178705272036e-4,0.0401383556016684
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004337,MYRIP,N,12.8255274535758,-3.78953592971599,9.85867331938405e-5,0.0099815155186811309
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004342,CCK,N,15.6984027205803,5.04608010123842,1.04852289114381e-7,5.81565500970506e-5
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004400,SFRP4,Y,11.6353381744426,4.39708489758872,8.76922373547129e-4,0.0486386900840901
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004401,EPDR1,N,28.8805066882005,2.40585989852474,6.97755464750867e-7,2.07006196833182e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004451,CDK15,N,16.4048761312389,2.61198687583407,2.32782085392035e-5,0.003263297871809
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004487,HECW2,N,48.7034516524495,-1.70834004670718,2.09582106221145e-4,0.0170600023939426
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004546,ABCC3,N,721.03787309575,-0.901253948255677,2.00148012172546e-4,0.0166512551413072
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004560,Xylt2,N,153.336135131196,-1.29343798022498,8.99837660761965e-6,0.00161679282230146
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004693,NXPE3,N,41.3921638757912,2.10445674331593,2.16804880210933e-4,0.0172917505471979
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004695,zpld1,N,12.7547557933962,-2.90904611438113,5.8121809529713e-4,0.0367059368401262
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004768,Cndp1,N,67.0261609363276,-1.85990676907927,6.03029736234326e-5,0.00693049580643361
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004813,KDELC2,N,615.962902868073,-1.54110778172821,9.60862731238454e-13,6.12886293120448e-9
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004970,GAN,N,1291.41341345499,-1.10334195298399,5.53813392773452e-6,0.00112142816692237
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW004975,SDR42E1,N,26.7922499104899,-2.24978529157562,5.16681412722319e-4,0.0336291060311154
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005029,GSTA2,N,496.240852698316,2.76425547472954,6.04359515034936e-11,1.07134410240634e-7
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005071,MCTP2,N,189.161802425951,-2.14131784106268,6.71847050188191e-11,1.07134410240634e-7
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005154,ENDOD1,N,1912.23879456109,-0.787239777257791,9.38981539454074e-4,0.0497036825676997
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005165,TM4SF1,N,41.1861806375127,-2.96985313064412,4.7500156101848e-7,1.55374228561865e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005229,SMPDL3A,N,91.1175673155834,1.36207414631134,6.40849674897488e-6,0.00127739364104176
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005451,PKP2,N,38.4333872385189,-1.93834787917088,2.60853365756142e-6,6.27869129613416e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005452,YARS2,N,491.381394837745,-0.698577700735808,1.03185626139382e-4,0.010283898692657
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005561,GCAT,N,455.201585218488,0.952047979943953,5.70089473029245e-5,0.00661148309766734
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005571,SOX10,Y,53.9201450061493,1.47163843712202,2.10919652789743e-4,0.0170600023939426
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005604,FAM83F,N,713.2459916583,-0.846573928153732,7.19281723889659e-6,0.00134939366936182
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005699,unknown,N,92.2185585631024,1.96293940997591,1.06451053710808e-8,8.48747557617987e-6
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005704,Bace2,N,781.304638807641,1.70953712224982,8.48833466413152e-11,1.20317428122584e-7
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005705,Fam3b,N,15.1742585700754,-2.85529134706676,6.31163234516482e-4,0.0385251166637644
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005797,Comtd1,N,235.63989477737601,1.34169317835607,9.26686903956618e-6,0.00164190900469091
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005842,Nphp4,N,85.4297503574037,2.05669522402328,5.36384155800074e-7,1.71066316888538e-4
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW005849,ESPN,N,8.59616042851467,3.02996639198803,2.65580742999643e-4,0.0199212651323451
aida_lorentzi_Chest_White_Black_DE_genes,Population,WSFW006207,ATP6V0E1,N,643.343348125576,0.73818499909326,1.47929718182729e-4,0.0136749232960658
